0.75,0.7,0.15,0.6,0.85,0.8,0.9
0.396,0.632,0.026,0.627,0.606,0.032,0.508
0.399,0.862,0.16,0.937,0.624,0.773,0.423
0.494,0.825,0.374,0.878,0.624,0.996,0.907
0.917,0.508,0.529,0.519,0.555,0.603,0.907
0.709,0.357,0.043,0.889,0.908,0.848,0.733
0.551,0.328,0.547,0.857,0.901,0.814,0.266
0.54,0.913,0.235,0.353,0.769,0.973,0.735
0.435,0.913,0.209,0.456,0.892,0.825,0.536
0.809,0.863,0.224,0.429,0.967,0.15,0.51
0.445,0.645,0.678,0.292,0.592,0.77,0.849
0.867,0.492,0.117,0.586,0.715,0.527,0.291
0.745,0.238,0.655,0.558,0.749,0.442,0.344
0.71,0.119,0.07,0.206,0.536,0.864,0.855
0.399,0.317,0.366,0.705,0.639,0.792,0.857
0.954,0.9,0.245,0.596,0.636,0.897,0.695
0.594,0.826,0.125,0.782,0.665,0.557,0.71
0.677,0.499,0.181,0.068,0.815,0.151,0.472
0.117,0.801,0.292,0.381,0.919,0.993,0.512
0.879,0.864,0.394,0.446,0.532,0.798,0.819
0.641,0.834,0.029,0.494,0.434,0.865,0.716
0.649,0.587,0.219,0.613,0.707,0.979,0.982
0.922,0.288,0.199,0.656,0.03,0.906,0.793
0.907,0.194,0.784,0.639,0.614,0.798,0.778
0.334,0.898,0.304,0.827,0.856,0.858,0.695
0.747,0.75,0.219,0.876,0.796,0.992,0.61
0.17,0.27,0.183,0.064,0.666,0.397,0.837
0.508,0.891,0.165,0.658,0.441,0.914,0.761
0.6,0.857,0.02,0.549,0.613,0.922,0.448
0.329,0.581,0.044,0.605,0.549,0.616,0.966
0.736,0.741,0.355,0.059,0.468,0.919,0.836
0.951,0.621,0.06,0.085,0.783,0.49,0.543
0.917,0.299,0.549,0.864,0.733,0.925,0.648
0.895,0.962,0.664,0.736,0.685,0.781,0.868
0.796,0.31,0.073,0.653,0.719,0.563,0.652
0.5,0.839,0.244,0.709,0.978,0.815,0.255
0.5,0.773,0.225,0.645,0.644,0.586,0.629
0.796,0.709,0.16,0.658,0.969,0.94,0.692
0.706,0.936,0.053,0.637,0.604,0.736,0.933
0.95,0.414,0.823,0.487,0.688,0.468,0.85
0.558,0.778,0.594,0.443,0.646,0.538,0.716
0.851,0.853,0.278,0.442,0.736,0.795,0.982
0.679,0.622,0.095,0.054,0.562,0.473,0.427
0.916,0.49,0.193,0.689,0.622,0.934,0.876
0.789,0.625,0.26,0.78,0.33,0.978,0.574
0.005,0.962,0.593,0.833,0.938,0.505,0.759
0.827,0.672,0.06,0.632,0.877,0.585,0.497
0.714,0.623,0.339,0.581,0.647,0.864,0.858
0.482,0.909,0.823,0.988,0.603,0.413,0.703
0.944,0.485,0.089,0.815,0.531,0.794,0.82
0.478,0.748,0.049,0.53,0.556,0.874,0.404
0.739,0.667,0.185,0.012,0.622,0.725,0.996
0.402,0.668,0.522,0.608,0.885,0.991,0.379
0.746,0.581,0.963,0.149,0.812,0.915,0.594
0.782,0.165,0.321,0.57,0.924,0.68,0.596
0.727,0.408,0.324,0.844,0.523,0.984,0.908
0.669,0.128,0.179,0.527,0.929,0.635,0.496
0.749,0.772,0.236,0.669,0.943,0.714,0.853
0.627,0.844,0.071,0.031,0.742,0.397,0.435
0.621,0.3,0.589,0.696,0.024,0.96,0.857
0.551,0.705,0.069,0.038,0.383,0.971,0.443
0.926,0.374,0.328,0.944,0.535,0.633,0.918
0.731,0.836,0.264,0.65,0.525,0.753,0.968
0.932,0.201,0.053,0.954,0.476,0.199,0.829
0.696,0.73,0.133,0.223,0.768,0.473,0.922
0.583,0.12,0.613,0.178,0.251,0.731,0.893
0.758,0.458,0.22,0.681,0.182,0.676,0.585
0.9,0.811,0.367,0.497,0.578,0.575,0.467
0.585,0.557,0.441,0.437,0.765,0.915,0.48
0.667,0.449,0.243,0.889,0.448,0.925,0.826
0.582,0.75,0.55,0.235,0.578,0.749,0.524
0.746,0.802,0.364,0.818,0.546,0.629,0.75
0.243,0.048,0.317,0.614,0.889,0.784,0.611
