0.5,0.8,0.15,0.4,0.25,0.25,0.4
0.452,0.858,0.085,0.669,0.351,0.652,0.155
0.025,0.692,0.319,0.344,0.161,0.997,0.883
0.544,0.49,0.273,0.705,0.851,0.138,0.707
0.48,0.75,0.45,0.868,0.441,0.236,0.257
0.344,0.38,0.367,0.812,0.398,0.548,0.437
0.574,0.889,0.277,0.087,0.156,0.206,0.418
0.57,0.715,0.915,0.062,0.741,0.92,0.458
0.388,0.608,0.759,0.619,0.143,0.05,0.284
0.846,0.951,0.097,0.842,0.334,0.362,0.515
0.315,0.632,0.155,0.333,0.094,0.696,0.34
0.675,0.815,0.317,0.776,0.095,0.73,0.617
0.799,0.214,0.912,0.465,0.255,0.304,0.511
0.792,0.919,0.858,0.27,0.17,0.542,0.621
0.476,0.404,0.235,0.499,0.271,0.483,0.204
0.5,0.629,0.552,0.635,0.393,0.718,0.323
0.48,0.597,0.39,0.769,0.956,0.242,0.827
0.491,0.568,0.071,0.75,0.836,0.035,0.134
0.361,0.381,0.019,0.263,0.327,0.719,0.938
0.118,0.886,0.921,0.307,0.37,0.57,0.619
0.521,0.887,0.106,0.174,0.425,0.253,0.239
0.676,0.691,0.522,0.177,0.27,0.272,0.771
0.869,0.992,0.626,0.566,0.66,0.338,0.3
0.697,0.76,0.246,0.912,0.309,0.949,0.909
0.593,0.751,0.462,0.729,0.072,0.892,0.129
0.498,0.886,0.236,0.284,0.488,0.24,0.455
0.551,0.559,0.491,0.029,0.246,0.009,0.449
0.093,0.231,0.07,0.954,0.536,0.925,0.597
0.294,0.649,0.201,0.361,0.079,0.933,0.42
0.706,0.621,0.278,0.677,0.738,0.048,0.378
0.213,0.493,0.567,0.139,0.171,0.043,0.516
0.53,0.675,0.711,0.034,0.277,0.792,0.713
0.334,0.452,0.195,0.131,0.03,0.207,0.48
0.799,0.454,0.759,0.919,0.688,0.352,0.534
0.947,0.841,0.426,0.585,0.439,0.281,0.849
0.534,0.582,0.044,0.563,0.559,0.38,0.568
0.772,0.92,0.363,0.81,0.068,0.728,0.228
0.963,0.768,0.603,0.248,0.152,0.36,0.632
0.298,0.362,0.449,0.619,0.416,0.581,0.043
0.922,0.855,0.136,0.666,0.443,0.481,0.296
0.522,0.953,0.438,0.248,0.032,0.115,0.168
0.442,0.696,0.2,0.487,0.41,0.417,0.838
0.837,0.831,0.176,0.701,0.298,0.923,0.25
0.434,0.744,0.291,0.499,0.064,0.378,0.166
0.126,0.683,0.198,0.778,0.531,0.936,0.27
0.326,0.599,0.556,0.209,0.419,0.696,0.186
0.304,0.582,0.151,0.291,0.306,0.973,0.71
0.818,0.936,0.134,0.572,0.139,0.509,0.211
0.663,0.782,0.329,0.437,0.161,0.435,0.309
0.418,0.668,0.046,0.854,0.266,0.141,0.425
0.679,0.553,0.455,0.425,0.493,0.556,0.144
0.269,0.213,0.548,0.784,0.754,0.122,0.212
0.114,0.728,0.346,0.011,0.375,0.342,0.71
0.772,0.987,0.446,0.95,0.252,0.288,0.297
0.342,0.117,0.261,0.406,0.507,0.561,0.849
0.817,0.927,0.258,0.959,0.227,0.487,0.383
0.996,0.564,0.44,0.056,0.417,0.466,0.662
0.434,0.661,0.165,0.45,0.174,0.187,0.298
0.682,0.344,0.361,0.561,0.735,0.237,0.708
0.557,0.48,0.753,0.042,0.786,0.646,0.425
0.597,0.53,0.621,0.005,0.117,0.055,0.227
0.345,0.713,0.507,0.049,0.163,0.122,0.82
0.982,0.544,0.312,0.681,0.08,0.186,0.239
0.878,0.642,0.159,0.92,0.387,0.134,0.478
0.65,0.35,0.886,0.601,0.133,0.427,0.501
0.014,0.917,0.363,0.56,0.432,0.964,0.754
0.679,0.676,0.425,0.709,0.587,0.195,0.41
0.174,0.686,0.336,0.356,0.879,0.907,0.226
0.429,0.701,0.052,0.479,0.029,0.307,0.305
0.854,0.544,0.453,0.089,0.87,0.715,0.209
0.319,0.537,0.344,0.698,0.247,0.972,0.665
0.311,0.963,0.082,0.59,0.832,0.76,0.134
0.572,0.386,0.298,0.86,0.375,0.28,0.467
0.333,0.922,0.247,0.923,0.649,0.638,0.181
0.356,0.241,0.242,0.109,0.351,0.2,0.655
0.408,0.901,0.141,0.313,0.524,0.816,0.427
0.162,0.349,0.989,0.994,0.704,0.293,0.171
0.484,0.012,0.064,0.805,0.506,0.116,0.744
0.472,0.614,0.294,0.241,0.215,0.02,0.117
0.873,0.521,0.477,0.496,0.08,0.174,0.208
0.311,0.548,0.677,0.471,0.264,0.844,0.007
0.45,0.545,0.337,0.594,0.666,0.237,0.81
0.138,0.378,0.207,0.05,0.918,0.662,0.148
0.541,0.477,0.484,0.49,0.644,0.565,0.218
0.565,0.625,0.908,0.74,0.093,0.112,0.294
0.046,0.622,0.354,0.162,0.685,0.112,0.545
0.787,0.802,0.452,0.716,0.512,0.686,0.905
0.986,0.692,0.44,0.964,0.608,0.502,0.576
0.783,0.268,0.349,0.675,0.189,0.215,0.425
0.469,0.742,0.292,0.386,0.241,0.435,0.327
0.838,0.441,0.209,0.87,0.405,0.074,0.523
0.223,0.487,0.223,0.179,0.069,0.201,0.477
0.196,0.63,0.386,0.118,0.917,0.228,0.465
0.563,0.933,0.347,0.358,0.761,0.621,0.919
0.744,0.602,0.516,0.289,0.088,0.388,0.239
0.469,0.932,0.287,0.472,0.492,0.179,0.442
0.811,0.015,0.216,0.225,0.145,0.228,0.085
0.738,0.775,0.935,0.748,0.16,0.454,0.171
0.713,0.644,0.099,0.971,0.035,0.409,0.14
0.235,0.239,0.022,0.713,0.169,0.854,0.418
0.901,0.813,0.223,0.285,0.136,0.21,0.336
0.256,0.63,0.156,0.142,0.941,0.571,0.296
0.433,0.94,0.129,0.06,0.055,0.519,0.581
0.359,0.856,0.236,0.371,0.444,0.287,0.379
0.366,0.785,0.507,0.248,0.809,0.162,0.292
0.141,0.336,0.837,0.417,0.5,0.34,0.578
0.333,0.315,0.331,0.074,0.623,0.211,0.474
0.187,0.401,0.57,0.803,0.834,0.532,0.259
