0.1,0.7,0.9,0.5,0.5,0.5,0.5
0.133,0.761,0.593,0.026,0.136,0.81,0.233
0.009,0.877,0.863,0.356,0.573,0.16,0.567
0.196,0.442,0.632,0.876,0.466,0.641,0.515
0.386,0.439,0.675,0.453,0.745,0.604,0.785
0.465,0.602,0.996,0.198,0.536,0.039,0.227
0.225,0.772,0.602,0.696,0.101,0.395,0.702
0.273,0.491,0.617,0.147,0.344,0.604,0.478
0.554,0.15,0.592,0.308,0.302,0.515,0.808
0.167,0.408,0.061,0.182,0.338,0.442,0.815
0.156,0.856,0.639,0.506,0.639,0.283,0.767
0.007,0.836,0.787,0.848,0.219,0.232,0.687
0.233,0.819,0.911,0.291,0.876,0.386,0.502
0.211,0.869,0.804,0.869,0.248,0.181,0.217
0.799,0.661,0.798,0.135,0.191,0.373,0.483
0.264,0.344,0.774,0.545,0.358,0.597,0.19
0.048,0.855,0.781,0.148,0.493,0.144,0.675
0.278,0.781,0.894,0.149,0.775,0.064,0.318
0.152,0.674,0.912,0.154,0.363,0.551,0.509
0.712,0.445,0.686,0.135,0.951,0.263,0.368
0.417,0.359,0.765,0.507,0.469,0.738,0.408
0.741,0.609,0.8,0.004,0.264,0.9,0.742
0.742,0.375,0.534,0.236,0.195,0.75,0.623
0.135,0.585,0.305,0.351,0.747,0.549,0.398
0.322,0.585,0.695,0.431,0.652,0.725,0.219
0.362,0.471,0.981,0.955,0.864,0.799,0.491
0.168,0.459,0.763,0.677,0.965,0.544,0.312
0.058,0.798,0.552,0.655,0.507,0.439,0.542
0.076,0.102,0.81,0.418,0.377,0.751,0.649
0.077,0.746,0.903,0.161,0.243,0.575,0.568
0.175,0.801,0.847,0.15,0.095,0.687,0.349
0.464,0.882,0.618,0.697,0.617,0.256,0.384
0.029,0.135,0.887,0.601,0.914,0.123,0.548
0.458,0.937,0.418,0.766,0.831,0.354,0.871
0.156,0.637,0.645,0.385,0.046,0.478,0.904
0.041,0.982,0.761,0.029,0.1,0.578,0.484
0.44,0.423,0.902,0.513,0.537,0.793,0.509
0.516,0.883,0.483,0.01,0.721,0.267,0.371
0.713,0.853,0.884,0.62,0.792,0.665,0.468
0.523,0.549,0.041,0.169,0.552,0.495,0.156
0.438,0.8,0.839,0.634,0.349,0.738,0.566
0.187,0.844,0.611,0.888,0.447,0.189,0.276
