0.5,0.6,0.25,0.4,0.6,0.5,0.4
0.72,0.254,0.332,0.599,0.726,0.688,0.745
0.329,0.636,0.272,0.413,0.496,0.442,0.698
0.833,0.256,0.331,0.5,0.065,0.405,0.74
0.743,0.814,0.498,0.736,0.999,0.205,0.79
0.524,0.652,0.023,0.934,0.107,0.896,0.15
0.478,0.821,0.571,0.367,0.174,0.293,0.394
0.902,0.1,0.056,0.169,0.148,0.15,0.72
0.39,0.855,0.152,0.321,0.692,0.385,0.171
0.673,0.779,0.196,0.765,0.823,0.212,0.576
0.529,0.315,0.282,0.659,0.838,0.678,0.756
0.443,0.624,0.22,0.312,0.252,0.305,0.469
0.195,0.875,0.041,0.558,0.588,0.523,0.813
0.765,0.688,0.263,0.411,0.896,0.377,0.321
0.921,0.599,0.166,0.374,0.779,0.853,0.024
0.325,0.891,0.909,0.443,0.88,0.465,0.439
0.299,0.189,0.285,0.892,0.543,0.714,0.457
0.319,0.896,0.063,0.473,0.316,0.471,0.962
0.76,0.348,0.242,0.497,0.949,0.492,0.634
0.353,0.009,0.151,0.126,0.466,0.902,0.216
0.104,0.305,0.101,0.387,0.182,0.621,0.387
0.574,0.451,0.273,0.45,0.49,0.244,0.58
0.377,0.583,0.084,0.71,0.995,0.748,0.279
0.481,0.099,0.41,0.418,0.42,0.448,0.316
0.509,0.456,0.369,0.766,0.712,0.905,0.437
0.292,0.477,0.164,0.546,0.859,0.037,0.486
0.403,0.533,0.272,0.432,0.974,0.693,0.558
0.303,0.767,0.328,0.563,0.434,0.331,0.617
0.642,0.698,0.392,0.263,0.956,0.809,0.85
0.73,0.186,0.431,0.64,0.315,0.67,0.851
0.222,0.178,0.208,0.151,0.649,0.621,0.877
0.887,0.65,0.534,0.549,0.654,0.051,0.28
0.203,0.573,0.097,0.404,0.441,0.899,0.831
0.67,0.943,0.236,0.008,0.891,0.446,0.029
0.148,0.956,0.791,0.945,0.768,0.795,0.381
0.786,0.743,0.17,0.101,0.611,0.778,0.526
0.177,0.871,0.293,0.853,0.978,0.658,0.77
0.692,0.553,0.315,0.022,0.135,0.823,0.249
0.483,0.607,0.472,0.134,0.015,0.85,0.876
0.622,0.479,0.022,0.576,0.501,0.33,0.394
0.57,0.989,0.028,0.823,0.621,0.541,0.302
0.217,0.401,0.023,0.902,0.753,0.509,0.406
0.368,0.739,0.234,0.455,0.642,0.009,0.344
0.594,0.145,0.49,0.401,0.422,0.379,0.737
0.703,0.372,0.228,0.163,0.341,0.478,0.0
0.827,0.487,0.439,0.673,0.548,0.555,0.335
0.023,0.251,0.493,0.661,0.47,0.739,0.293
0.006,0.731,0.577,0.192,0.549,0.183,0.245
0.405,0.277,0.986,0.69,0.447,0.846,0.731
0.59,0.906,0.6,0.734,0.55,0.522,0.825
0.51,0.245,0.813,0.294,0.343,0.421,0.495
0.862,0.561,0.213,0.812,0.417,0.582,0.941
0.514,0.585,0.269,0.757,0.404,0.003,0.423
0.83,0.691,0.404,0.24,0.471,0.371,0.294
0.341,0.288,0.094,0.069,0.73,0.544,0.502
0.379,0.242,0.314,0.78,0.438,0.523,0.394
0.921,0.95,0.81,0.656,0.253,0.969,0.289
0.403,0.329,0.687,0.235,0.27,0.36,0.034
0.74,0.889,0.249,0.419,0.535,0.46,0.602
0.232,0.302,0.078,0.058,0.354,0.627,0.58
0.451,0.7,0.143,0.437,0.402,0.163,0.427
0.887,0.64,0.989,0.947,0.409,0.119,0.664
0.274,0.406,0.229,0.591,0.447,0.294,0.446
0.368,0.826,0.696,0.653,0.49,0.738,0.378
0.029,0.533,0.205,0.112,0.937,0.413,0.339
0.867,0.373,0.32,0.931,0.133,0.53,0.621
0.672,0.747,0.268,0.427,0.906,0.845,0.743
0.657,0.752,0.229,0.349,0.906,0.109,0.418
0.125,0.305,0.168,0.154,0.472,0.421,0.517
0.638,0.979,0.302,0.143,0.965,0.42,0.002
0.527,0.252,0.162,0.246,0.326,0.402,0.459
0.507,0.182,0.403,0.626,0.182,0.728,0.865
0.102,0.484,0.251,0.102,0.677,0.499,0.536
0.459,0.768,0.51,0.446,0.943,0.09,0.938
0.327,0.691,0.069,0.179,0.21,0.208,0.846
0.597,0.262,0.535,0.845,0.235,0.71,0.627
0.858,0.888,0.297,0.251,0.725,0.559,0.372
0.049,0.728,0.189,0.159,0.539,0.483,0.574
0.332,0.856,0.009,0.842,0.053,0.698,0.327
0.85,0.992,0.047,0.468,0.18,0.021,0.793
0.87,0.822,0.14,0.118,0.309,0.692,0.339
