0.4,0.85,0.15,0.5,0.85,0.8,0.65
0.217,0.215,0.634,0.779,0.853,0.306,0.628
0.44,0.668,0.465,0.585,0.872,0.734,0.613
0.757,0.71,0.392,0.219,0.015,0.959,0.607
0.741,0.83,0.346,0.463,0.944,0.968,0.23
0.342,0.689,0.256,0.582,0.976,0.768,0.905
0.302,0.966,0.039,0.65,0.555,0.566,0.798
0.428,0.913,0.662,0.067,0.306,0.718,0.257
0.268,0.858,0.327,0.913,0.69,0.69,0.441
0.19,0.111,0.542,0.602,0.978,0.566,0.202
0.552,0.712,0.439,0.419,0.808,0.452,0.827
0.847,0.674,0.052,0.623,0.932,0.627,0.227
0.635,0.203,0.691,0.627,0.398,0.544,0.845
0.309,0.761,0.166,0.576,0.663,0.84,0.146
0.562,0.917,0.281,0.489,0.725,0.653,0.548
0.464,0.284,0.49,0.289,0.928,0.883,0.566
0.526,0.638,0.091,0.24,0.893,0.034,0.576
0.12,0.499,0.064,0.532,0.465,0.88,0.802
0.625,0.613,0.661,0.369,0.673,0.406,0.546
0.616,0.01,0.351,0.19,0.947,0.743,0.767
0.181,0.906,0.273,0.402,0.959,0.597,0.596
0.272,0.826,0.919,0.485,0.64,0.632,0.333
0.431,0.948,0.562,0.842,0.472,0.982,0.123
0.171,0.574,0.32,0.433,0.656,0.567,0.574
0.037,0.818,0.679,0.043,0.251,0.935,0.688
0.109,0.782,0.21,0.635,0.668,0.338,0.594
0.26,0.569,0.249,0.474,0.79,0.478,0.748
0.992,0.42,0.018,0.97,0.869,0.808,0.28
0.331,0.505,0.097,0.117,0.113,0.768,0.882
0.186,0.359,0.732,0.746,0.72,0.65,0.424
0.674,0.511,0.04,0.851,0.965,0.753,0.176
0.495,0.759,0.501,0.183,0.635,0.199,0.958
0.185,0.774,0.665,0.008,0.556,0.734,0.924
0.164,0.807,0.168,0.402,0.963,0.662,0.86
0.404,0.388,0.122,0.219,0.874,0.776,0.732
0.503,0.766,0.72,0.398,0.617,0.58,0.328
0.134,0.885,0.021,0.602,0.337,0.203,0.838
0.104,0.652,0.263,0.439,0.924,0.662,0.475
0.392,0.646,0.842,0.248,0.979,0.707,0.621
0.478,0.728,0.677,0.264,0.871,0.43,0.792
0.711,0.57,0.611,0.898,0.891,0.778,0.041
0.775,0.673,0.126,0.751,0.947,0.693,0.649
0.729,0.735,0.512,0.351,0.973,0.849,0.392
0.283,0.654,0.08,0.44,0.804,0.345,0.845
0.37,0.844,0.083,0.876,0.174,0.738,0.347
0.435,0.884,0.467,0.173,0.648,0.347,0.651
0.084,0.876,0.517,0.852,0.536,0.988,0.376
0.262,0.416,0.836,0.155,0.676,0.573,0.368
0.336,0.464,0.921,0.524,0.224,0.764,0.09
0.375,0.156,0.895,0.326,0.647,0.909,0.683
0.136,0.777,0.361,0.575,0.744,0.687,0.357
0.406,0.69,0.433,0.914,0.597,0.618,0.299
0.563,0.494,0.208,0.546,0.008,0.855,0.578
0.833,0.568,0.318,0.528,0.627,0.522,0.1
0.688,0.747,0.005,0.427,0.127,0.97,0.583
0.373,0.927,0.737,0.995,0.807,0.64,0.984
0.264,0.895,0.567,0.463,0.049,0.953,0.942
0.158,0.918,0.428,0.286,0.191,0.761,0.367
0.812,0.645,0.353,0.736,0.884,0.45,0.295
0.687,0.524,0.41,0.805,0.973,0.919,0.797
0.572,0.703,0.546,0.31,0.565,0.388,0.302
0.704,0.641,0.37,0.09,0.855,0.332,0.256
0.348,0.762,0.016,0.903,0.838,0.533,0.449
0.312,0.555,0.546,0.524,0.038,0.139,0.628
0.689,0.809,0.451,0.23,0.653,0.864,0.331
0.701,0.653,0.522,0.458,0.14,0.6,0.371
0.251,0.466,0.198,0.956,0.848,0.632,0.592
0.369,0.868,0.183,0.813,0.765,0.734,0.485
0.562,0.829,0.874,0.257,0.963,0.247,0.584
0.623,0.697,0.06,0.875,0.618,0.556,0.544
0.886,0.575,0.47,0.27,0.903,0.3,0.899
0.639,0.862,0.579,0.252,0.883,0.607,0.071
0.716,0.858,0.538,0.176,0.799,0.991,0.26
