0.5,0.7,0.35,0.6,0.6,0.65,0.7
0.819,0.89,0.337,0.477,0.368,0.453,0.825
0.286,0.541,0.272,0.928,0.743,0.933,0.347
0.97,0.523,0.635,0.52,0.346,0.437,0.182
0.711,0.97,0.359,0.513,0.783,0.464,0.64
0.71,0.854,0.482,0.089,0.775,0.938,0.898
0.388,0.944,0.975,0.052,0.233,0.75,0.799
0.61,0.67,0.399,0.964,0.887,0.133,0.909
0.173,0.265,0.387,0.567,0.581,0.751,0.673
0.251,0.762,0.593,0.682,0.604,0.488,0.649
0.899,0.352,0.654,0.17,0.303,0.768,0.603
0.547,0.355,0.885,0.35,0.75,0.288,0.697
0.332,0.987,0.192,0.678,0.501,0.48,0.862
0.263,0.54,0.685,0.155,0.903,0.569,0.664
0.48,0.645,0.682,0.376,0.828,0.818,0.762
0.14,0.472,0.908,0.96,0.607,0.142,0.976
0.761,0.145,0.138,0.724,0.853,0.983,0.17
0.614,0.638,0.944,0.681,0.136,0.284,0.675
0.86,0.99,0.108,0.696,0.089,0.412,0.745
0.089,0.55,0.416,0.013,0.924,0.388,0.84
0.56,0.463,0.913,0.451,0.617,0.793,0.719
0.994,0.026,0.774,0.856,0.389,0.215,0.697
0.59,0.056,0.456,0.505,0.598,0.396,0.924
0.48,0.923,0.728,0.526,0.867,0.475,0.311
0.65,0.532,0.402,0.296,0.947,0.577,0.758
0.417,0.842,0.376,0.876,0.192,0.232,0.433
0.532,0.291,0.282,0.173,0.588,0.387,0.547
0.367,0.646,0.652,0.785,0.273,0.672,0.87
0.701,0.243,0.37,0.929,0.358,0.539,0.783
0.838,0.52,0.858,0.596,0.49,0.326,0.807
0.499,0.801,0.258,0.027,0.013,0.958,0.57
0.886,0.448,0.319,0.36,0.081,0.823,0.739
0.76,0.374,0.176,0.988,0.519,0.446,0.614
0.264,0.251,0.373,0.911,0.726,0.535,0.881
0.682,0.441,0.349,0.123,0.743,0.455,0.63
0.275,0.318,0.932,0.578,0.425,0.234,0.812
0.494,0.36,0.581,0.594,0.426,0.507,0.561
0.572,0.541,0.58,0.995,0.555,0.801,0.795
0.092,0.839,0.13,0.762,0.004,0.634,0.794
0.364,0.795,0.084,0.26,0.787,0.963,0.442
0.636,0.591,0.493,0.675,0.546,0.559,0.606
0.57,0.283,0.469,0.596,0.815,0.681,0.421
0.164,0.402,0.001,0.504,0.347,0.461,0.808
0.505,0.659,0.483,0.895,0.63,0.371,0.578
0.363,0.739,0.475,0.483,0.603,0.555,0.866
0.76,0.568,0.079,0.253,0.184,0.82,0.939
0.658,0.425,0.075,0.542,0.253,0.689,0.387
0.276,0.279,0.751,0.592,0.851,0.832,0.935
0.452,0.368,0.256,0.842,0.159,0.901,0.104
0.438,0.518,0.516,0.359,0.894,0.505,0.613
0.8,0.34,0.069,0.267,0.753,0.482,0.884
0.82,0.738,0.34,0.551,0.668,0.852,0.431
0.595,0.753,0.115,0.835,0.337,0.395,0.911
0.33,0.837,0.336,0.592,0.014,0.093,0.699
0.609,0.981,0.113,0.857,0.95,0.471,0.666
0.94,0.773,0.625,0.385,0.753,0.648,0.407
0.429,0.812,0.337,0.763,0.634,0.857,0.318
0.149,0.797,0.413,0.24,0.4,0.81,0.748
0.473,0.533,0.265,0.958,0.337,0.992,0.52
0.335,0.524,0.538,0.999,0.606,0.825,0.794
